Link,Image,Tên nhà hàng,Loại hình,Phong cách món ăn,Đối tượng phù hợp,Đánh giá trung bình,Tổng số bình luận,Bình luận tuyệt vời,Bình luận khá tốt,Bình luận trung bình,Bình luận kém,Điểm không gian,Điểm vị trí,Điểm chất lượng,Điểm phục vụ,Điểm giá cả,Đường,Quận,Thành phố,Giờ mở cửa,Khoảng giá
https://www.foody.vn/ha-noi/co-quynh-che-cac-loai-sua-chua-danh-da,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lweuz252otsp4d@resize_ss576x330,Chè Cô Quỳnh - Chè - Tôn Thất Tùng,"Ăn vặt/vỉa hè,, Quán ăn",Món Bắc,"Sinh viên, Cặp đôi, Gia đình, Nhóm hội, Giới văn phòng, Giới Manager, Khách du lịch, Trẻ em",7.2,16,0,11,5,0,6.8,7.4,7.6,7.1,7.3,"A8 Ngõ 1A Tôn Thất Tùng, P. Trung Tự",Quận Đống Đa,Hà Nội,16:30 - 22:00,15.000đ - 50.000đ
https://www.foody.vn/ha-noi/bun-thai-chu-hai-bun-hai-san-bo-ca,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvf1hyhcy4k06@resize_ss576x330,"Bún Thái Chú Hải - Bún Hải Sản, Bò & Cá",Quán ăn,Món Việt,"Sinh viên, Cặp đôi, Gia đình, Nhóm hội, Giới văn phòng",10.0,212,212,0,0,0,10.0,9.9,10.0,10.0,10.0,"Số 19 Ngõ 66 Dịch Vọng Hậu, P. Dịch Vọng Hậu",Quận Cầu Giấy,Hà Nội,09:00 - 22:00,
https://www.foody.vn/ha-noi/de-am-chay-so-5-trung-hoa,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwac3y035yore8@resize_ss576x330,Đế Am Chay - Số 5 Trung Hoà,Ăn chay,,,10.0,162,162,0,0,0,10.0,10.0,10.0,10.0,10.0,"5 Phố Trung Hoà, P. Trung Hoà",Quận Cầu Giấy,Hà Nội,10:00 - 20:00,
https://www.foody.vn/ha-noi/nem-nuong-nha-trang-minh-duc-nghia-tan,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvbyynukr7od1@resize_ss576x330,Nem Nướng Nha Trang Minh Đức - Nghĩa Tân,Quán ăn,,,10.0,153,153,0,0,0,10.0,9.9,10.0,10.0,10.0,"101C A12 Nghĩa Tân, P. Nghĩa Tân",Quận Cầu Giấy,Hà Nội,09:00 - 21:00,
https://www.foody.vn/ha-noi/banh-cuon-hai-phong-421-khong-my-chinh-nghia-tan,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvbebknzvdl32@resize_ss576x330,Bánh Cuốn Hải Phòng 421 - Không Mỳ Chính - Nghĩa Tân,Quán ăn,,,10.0,153,153,0,0,0,9.9,9.9,10.0,10.0,10.0,"102 B1 Nghĩa Tân, P. Nghĩa Tân",Quận Cầu Giấy,Hà Nội,06:30 - 23:00,30.000đ - 50.000đ
https://www.foody.vn/ha-noi/nem-nuong-nha-trang-minh-duc-hoa-bang,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvbm31j10nt73@resize_ss576x330,Nem Nướng Nha Trang Minh Đức - 6 Ngách 23 Ngõ 58 Trần Bình,Quán ăn,,,10.0,145,144,0,0,0,10.0,10.0,10.0,10.0,10.0,"6 Ngách 23 Ngõ 58 Trần Bình, P. Mai Dịch",Quận Cầu Giấy,Hà Nội,09:00 - 23:00,
https://www.foody.vn/ha-noi/ba-anh-em-bun-dau-met-hoang-quoc-viet.qpmquf,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwe23o61d1i3ce@resize_ss576x330,Ba Anh Em - Bún Đậu Mẹt - Hoàng Quốc Việt,"Quán nhậu,, Khu Ẩm Thực",Món Bắc,"Sinh viên, Cặp đôi, Gia đình, Nhóm hội, Giới văn phòng, Giới Manager, Khách du lịch, Trẻ em",9.6,1,1,0,0,0,10.0,8.0,10.0,10.0,10.0,"Số 3B Ngõ 24B  Hoàng Quốc Việt, P. Nghĩa Đô",Quận Cầu Giấy,Hà Nội,09:00 - 22:00,
https://www.foody.vn/ha-noi/ga-ran-popeyes-tran-quoc-hoan,https://down-vn.img.susercontent.com/vn-11134513-7ras8-m4iwmn1h83hc17@resize_ss576x330,Gà Rán Popeyes - Trần Quốc Hoàn,Quán ăn,,,,0,0,0,0,0,,,,,,"69 Trần Quốc Hoàn, P. Dịch Vọng Hậu",Quận Cầu Giấy,Hà Nội,10:00 - 21:45,50.000đ - 165.000đ
https://www.foody.vn/ha-noi/sariwon-lau-nuong-han-quoc-bigc-thang-long,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwcdt4w2oxqxe1@resize_ss576x330,Sariwon - Lẩu Nướng Hàn Quốc - BigC Thăng Long,Buffet,Món Hàn,"Gia đình, Nhóm hội, Giới văn phòng",7.5,26,12,7,2,5,7.5,7.8,7.7,7.4,7.2,"Shop Es17, Tầng 1, BigC Thăng Long, 222 Trần Duy Hưng, P. Trung Hòa",Quận Cầu Giấy,Hà Nội,10:00 - 22:00,150.000đ - 330.000đ
https://www.foody.vn/ha-noi/ngoc-linh-nuoc-ep-juice-healthy-le-trong-tan,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwzaaolk2rx726@resize_ss576x330,Ngọc Linh - Nước Ép Juice Healthy - Lê Trọng Tấn,Café/Dessert,,,10.0,80,80,0,0,0,10.0,10.0,10.0,10.0,10.0,"226 Lê Trọng Tấn, P. Khương Mai",Quận Thanh Xuân,Hà Nội,09:00 - 23:10,
https://www.foody.vn/ha-noi/h-t-food-mi-tron-indomie-chan-ga-sa-tac-an-vat,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvdm53qxlfof2@resize_ss576x330,"H&T Food - Mì Trộn Indomie, Chân Gà Sả Tắc & Ăn Vặt",Quán ăn,,,10.0,62,62,0,0,0,9.9,9.9,10.0,10.0,10.0,"Số 3,Hẻm 162/130/19 Đường Khương Trung, P. Khương Trung",Quận Thanh Xuân,Hà Nội,00:01 - 23:59,
https://www.foody.vn/ha-noi/y-linh-oc-hai-san-hoang-dao-thuy,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwe2cuc25vq3cc@resize_ss576x330,Ý Linh - Ốc & Hải Sản - Hoàng Đạo Thúy,Quán ăn,,,10.0,60,60,0,0,0,10.0,10.0,10.0,10.0,10.0,"Nhà N5C Hoàng Đạo Thúy, P. Trung Hòa",Quận Thanh Xuân,Hà Nội,11:00 - 23:00,30.000đ - 160.000đ
https://www.foody.vn/ha-noi/bep-thuyen-chai-quan-lau-hai-san-quang-ninh,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lvg1f4mu2vf15b@resize_ss576x330,Bếp Thuyền Chài Quán - Lẩu Hải Sản Quảng Ninh,Quán ăn,,,10.0,51,39,0,0,0,10.0,10.0,10.0,10.0,10.0,"43 Ngõ 213 Giáp Nhất, P. Nhân Chính",Quận Thanh Xuân,Hà Nội,00:01 - 02:00 | 11:00 - 23:59,
https://www.foody.vn/ha-noi/bun-ca109-bun-ca-nhinh-bun-ca-109-quan-nhan.emu2cn,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvh3g61jcuc8e@resize_ss576x330,Bún Cá 109 - Quan Nhân,"Nhà hàng,, Giao cơm văn phòng",Món Miền Nam,,10.0,2,2,0,0,0,10.0,10.0,10.0,10.0,10.0,"22 Ngõ 109/20 Quan Nhân, P. Nhân Chính",Quận Thanh Xuân,Hà Nội,09:00 - 22:00,
https://www.foody.vn/ha-noi/buffet-inn-lau-nuong-khong-khoi-royal-city,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwavctl78wrdd5@resize_ss576x330,Buffet INN - Lẩu & Nướng Không Khói - Royal City,Buffet,,"Gia đình, Nhóm hội, Giới văn phòng",5.1,3,0,1,0,2,5.3,6.3,4.0,5.7,4.3,"Tầng B2, R6, Royal City, 72A Nguyễn Trãi",Quận Thanh Xuân,Hà Nội,09:00 - 22:00,199.000đ - 279.000đ
https://www.foody.vn/ha-noi/the-coffee-house-hoang-dao-thuy,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwckkf54640r05@resize_ss576x330,The Coffee House - Hoàng Đạo Thúy,Café/Dessert,Món Việt,"Cặp đôi, Nhóm hội, Giới văn phòng",8.0,8,0,8,0,0,8.0,8.0,8.4,8.4,7.0,"Tầng 1 Toà N04 UDIC Complex, Hoàng Đạo Thúy, P. Trung Hòa",Quận Thanh Xuân,Hà Nội,09:00 - 21:00,30.000đ - 60.000đ
https://www.foody.vn/ha-noi/thuy-hai-san-oc-hai-san-49-vu-tong-phan,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9as06u4mvt61@resize_ss576x330,Thủy Hải Sản - Ốc Hải Sản - 49 Vũ Tông Phan,Buffet,Món Bắc,"Sinh viên, Cặp đôi, Gia đình, Nhóm hội, Giới văn phòng, Trẻ em",,0,0,0,0,0,,,,,,"49 Vũ Tông Phan, P. Khương Trung",Quận Thanh Xuân,Hà Nội,10:00 - 22:00,
https://www.foody.vn/ha-noi/kelly-milk-tea-30-tien-thanh,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lxj5jo3f8zq329@resize_ss576x330,Kelly Milk Tea - 30 Tiến Thành,Ăn vặt/vỉa hè,,,10.0,52,52,0,0,0,10.0,10.0,10.0,10.0,10.0,"30 Tiến Thành, P. Dương Nội",Quận Hà Đông,Hà Nội,10:00 - 22:00,
https://www.foody.vn/ha-noi/mi-tron-indome-nem-chua-ran-an-vat-hanh-food-tran-nhat-duat,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lyacn6wxx6zl34@resize_ss576x330,Mì Trộn Indome - Nem Chua Rán Ăn Vặt Hạnh Food - Trần Nhật Duật,Quán ăn,,,10.0,50,50,0,0,0,10.0,10.0,10.0,10.0,10.0,"3 Ngõ 5 Trần Nhật Duật, P. Quang Trung",Quận Hà Đông,Hà Nội,09:00 - 21:00,
https://www.foody.vn/ha-noi/tam-an-ga-tuoi,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvcyctg05nd77@resize_ss576x330,Tâm An - Gà Tươi,Quán ăn,,,10.0,50,39,0,0,0,10.0,10.0,10.0,10.0,10.0,"215 Bala Tổ 1, P. Phú Lương",Quận Hà Đông,Hà Nội,09:30 - 21:30,
https://www.foody.vn/ha-noi/tinh-tam-quan-ca-phe-com-chay,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwh0hwjce3mje0@resize_ss576x330,Tịnh Tâm Quán - Cà Phê & Cơm Chay,Ăn chay,,"Cặp đôi, Gia đình, Nhóm hội, Giới văn phòng",10.0,1,1,0,0,0,10.0,10.0,10.0,10.0,10.0,89 Nhuệ Giang,Quận Hà Đông,Hà Nội,09:00 - 21:00,
https://www.foody.vn/ha-noi/ga-ran-kft-van-quan,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvcd7ktzhjt43@resize_ss576x330,Gà Rán KFT - Văn Quán,Quán ăn,,,9.9,153,151,0,2,0,9.9,9.7,9.9,9.9,9.9,"144 Đường 19/5, P. Văn Quán",Quận Hà Đông,Hà Nội,08:00 - 22:00,
https://www.foody.vn/ha-noi/my-hanh-hai-san-tuoi-song,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8bmcd99ihl5f@resize_ss800x450,Mỹ Hạnh - Hải Sản Tươi Sống,Nhà hàng,Món Việt,"Gia đình, Nhóm hội, Giới văn phòng",7.7,25,12,6,3,4,8.6,7.9,7.5,7.1,7.5,102 Tố Hữu,Quận Hà Đông,Hà Nội,10:00 - 22:30,150.000đ - 500.000đ
https://www.foody.vn/ha-noi/tinh-tam-quan-com-chay-san-pham-phat-giao,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwf3jgae1h3t09@resize_ss576x330,Tịnh Tâm Quán - Cơm Chay & Sản Phẩm Phật Giáo,Ăn chay,Món Việt,"Gia đình, Nhóm hội, Giới văn phòng",8.5,2,1,1,0,0,7.0,7.0,9.0,9.5,10.0,"E7 Khu Đấu Giá Ngô Thì Nhậm, P. Hà Cầu",Quận Hà Đông,Hà Nội,08:00 - 19:00,25.000đ - 50.000đ
https://www.foody.vn/ha-noi/linh-nguyen-buffet-lau-nuong,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwi3g0ze84bf0c@resize_ss576x330,Linh Nguyễn - Buffet Lẩu & Nướng,Buffet,Quốc tế,"Gia đình, Nhóm hội, Giới văn phòng",6.0,5,1,0,2,2,6.6,5.8,5.4,6.6,5.6,200 Phố Xốm,Quận Hà Đông,Hà Nội,10:00 - 22:00,134.000đ - 300.000đ
https://www.foody.vn/ha-noi/bun-dau-mam-tom-bun-dau-my-cay-anh-duc,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lxrziy27xae35c@resize_ss576x330,"Bún Đậu Mắm Tôm, Bún Đậu & Mỳ Cay - Anh Đức",Quán ăn,,,10.0,51,51,0,0,0,10.0,10.0,10.0,10.0,10.0,"595/21 Lĩnh Nam, P. Lĩnh Nam",Quận Hoàng Mai,Hà Nội,08:00 - 14:00,
https://www.foody.vn/ha-noi/com-di-ut-healthy-food-com-van-phong,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwah613mkmvtb2@resize_ss576x330,Cơm Dì Út - Healthy Food & Cơm Văn Phòng,Quán ăn,,,10.0,50,50,0,0,0,10.0,10.0,10.0,10.0,10.0,"1 Ngách 42/58 Thịnh Liệt, P. Thịnh Liệt",Quận Hoàng Mai,Hà Nội,10:30 - 14:00 | 17:00 - 20:30,35.000đ - 70.000đ
https://www.foody.vn/ha-noi/chao-suon-sun-nbh-dong-thien,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwau74mdqbiz13@resize_ss576x330,Cháo Sườn Sụn NBH - Đông Thiên,"Quán ăn,, Shop Online",Món Bắc,"Sinh viên, Cặp đôi, Gia đình, Nhóm hội, Giới văn phòng, Trẻ em",10.0,34,33,0,0,0,10.0,10.0,10.0,10.0,10.0,"Số 40 Ngõ 162 Phố Đông Thiên, (đối diện nhà 95), P. Vĩnh Hưng",Quận Hoàng Mai,Hà Nội,09:00 - 22:00,
https://www.foody.vn/ha-noi/bep-cua-hue-banh-thach-rau-cau-3d-nghe-thuat-thinh-liet,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwd423xk295l37@resize_ss576x330,Bếp Của Huệ - Bánh Thạch Rau Câu 3D Nghệ Thuật - Thịnh Liệt,Tiệm bánh,Đặc biệt,"Sinh viên, Cặp đôi, Gia đình, Nhóm hội, Giới văn phòng, Giới Manager, Khách du lịch, Trẻ em",10.0,2,2,0,0,0,10.0,10.0,10.0,10.0,10.0,"89 Thịnh Liệt, P. Thịnh Liệt",Quận Hoàng Mai,Hà Nội,09:00 - 22:00,
https://www.foody.vn/ha-noi/ngoc-pao-tiem-banh-bao-tuoi-35-nguyen-an-ninh,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwf0tdg0yorf60@resize_ss576x330,Ngọc Pao - Tiệm Bánh Bao Tươi - 35 Nguyễn An Ninh,"Ăn vặt/vỉa hè,, Tiệm bánh",Món Miền Nam,"Sinh viên, Cặp đôi, Gia đình, Nhóm hội, Giới văn phòng, Giới Manager, Khách du lịch, Trẻ em",10.0,2,2,0,0,0,10.0,10.0,10.0,10.0,10.0,Số 8 K1 ngõ 35 Nguyễn An Ninh,Quận Hoàng Mai,Hà Nội,07:00 - 22:00,
https://www.foody.vn/ha-noi/bep-vi-uyen-an-vat-online,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwadaaeyesij7a@resize_ss576x330,Bếp Vị Uyển - Ăn Vặt Các Món,Ăn vặt/vỉa hè,Món Việt,"Cặp đôi, Gia đình, Nhóm hội",8.2,24,14,5,2,3,7.9,8.2,8.4,8.1,8.4,"Số 1 Ngõ 24 Ngách 77 Đường Kim Đồng, P. Giáp Bát",Quận Hoàng Mai,Hà Nội,10:00 - 02:00,10.000đ - 50.000đ
https://www.foody.vn/ha-noi/pepperonis-delivery-outlet-linh-dam,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwcedlbt1mu112@resize_ss576x330,Pepperonis Delivery Outlet - Linh Đàm,Quán ăn,Ý,"Cặp đôi, Gia đình, Nhóm hội",5.7,2,0,0,2,0,6.0,6.0,5.5,6.0,5.0,"Ki Ốt 9 Rainbow Tower, Linh Đường",Quận Hoàng Mai,Hà Nội,11:00 - 20:30,30.000đ - 220.000đ
https://www.foody.vn/ha-noi/panxin-buffet-hai-san,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwh04xxx73dn46@resize_ss576x330,PanXin - Buffet Hải Sản,Buffet,Quốc tế,"Gia đình, Nhóm hội, Giới văn phòng",6.5,7,0,4,0,3,7.0,7.1,5.6,6.9,5.7,"Tầng 11, VP2 KĐT Linh Đàm",Quận Hoàng Mai,Hà Nội,08:00 - 23:00,200.000đ - 500.000đ
https://www.foody.vn/ha-noi/art-healthy-food-healthy-food-kdt-vinhome-ocean-park.ay7ifp,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgiq0br3hejd3@resize_ss576x330,Art Healthy Food - Healthy Food - KĐT Vinhome Ocean Park,"Quán ăn,, Giao cơm văn phòng",Món Bắc,"Sinh viên, Gia đình, Giới văn phòng, Giới Manager",10.0,4,4,0,0,0,10.0,10.0,10.0,10.0,10.0,"S2.08 Vinhome Ocean Park Gia Lâm KĐT Vinhomes Ocean Park,P. Đa Tốn",Huyện Gia Lâm,Hà Nội,07:00 - 20:00,
https://www.foody.vn/ha-noi/leetee-tea-juice-ngo-xuan-quang,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwg1g69egy5540@resize_ss576x330,Trà Sữa LeeTee - Ngô Xuân Quảng,Café/Dessert,Món Á,"Cặp đôi, Nhóm hội",10.0,1,1,0,0,0,10.0,10.0,10.0,10.0,10.0,343 Ngô Xuân Quảng,Huyện Gia Lâm,Hà Nội,08:00 - 23:00,20.000đ - 55.000đ
https://www.foody.vn/ha-noi/gogi-house-nuong-han-quoc-vinhomes-ocean-park,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwcpcfs1vm55be@resize_ss576x330,GoGi House - Nướng Hàn Quốc - Vinhomes Ocean Park,Nhà hàng,Món Hàn,"Gia đình, Nhóm hội, Giới văn phòng",9.7,26,25,0,1,0,9.8,9.8,9.8,9.7,9.6,"L4 - 30 Vinhomes Ocean Park, Xã Đa Tốn",Huyện Gia Lâm,Hà Nội,10:30 - 22:00,100.000đ - 300.000đ
https://www.foody.vn/ha-noi/ngoc-thach-quan-trau-quy,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwb02ton889l0e@resize_ss576x330,Ngọc Thạch Quán - Trâu Quỳ,Ăn vặt/vỉa hè,Món Việt,"Gia đình, Nhóm hội, Giới văn phòng",8.0,1,0,1,0,0,8.0,6.0,9.0,9.0,8.0,Ngõ 76 Trâu Quỳ,Huyện Gia Lâm,Hà Nội,09:00 - 21:00,10.000đ - 30.000đ
https://www.foody.vn/ha-noi/bom-quan-bia-hoi-lau-cac-mon,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwa9l31jtgwrff@resize_ss576x330,Bờm Quán - Bia Hơi & Lẩu Các Món,"Quán ăn,, Quán nhậu",Món Việt,"Gia đình, Nhóm hội",7.6,4,1,2,0,1,8.5,7.3,7.3,7.3,7.5,"25 Đường B Đào Nguyên, Thị Trấn Trâu Quỳ",Huyện Gia Lâm,Hà Nội,10:00 - 22:30,20.000đ - 200.000đ
https://www.foody.vn/ha-noi/trung-nguyen-e-coffee-31ha-cafe-so-82-nguyen-khuyem-ich,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwg4otkjd97dc5@resize_ss576x330,Trung Nguyên E Coffee 31Ha - Cafe - Số 82 Nguyễn Khuyêm Ích,"Sang trọng,, Café/Dessert",Món Bắc,"Sinh viên, Gia đình, Giới văn phòng",,0,0,0,0,0,,,,,,"Số 82 Nguyễn Khuyêm Ích, KĐT 31 Ha, TT. Trâu Quỳ",Huyện Gia Lâm,Hà Nội,07:00 - 19:00,
https://www.foody.vn/ha-noi/kigo-bbq-buffet-lau-nuong,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwbw388qo9ujde@resize_ss576x330,Kigo BBQ - Buffet Lẩu & Nướng,Buffet,Món Việt,"Gia đình, Nhóm hội, Giới văn phòng",,0,0,0,0,0,,,,,,42 Trâu Quỳ,Huyện Gia Lâm,Hà Nội,10:30 - 23:00,139.000đ - 189.000đ
https://www.foody.vn/ha-noi/com-suon-dao-duy-tu-san-ho-ocean-park-1,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwbh7dtzupcpd1@resize_ss576x330,Cơm Sườn Đào Duy Từ - San Hô Ocean Park 1,Quán ăn,,,,0,0,0,0,0,,,,,,"SH06 -76 đường San Hô, Khu Đô Thị Vinhomes Ocean Park, X. Đa Tốn",Huyện Gia Lâm,Hà Nội,10:00 - 21:00,
https://www.foody.vn/ha-noi/tiem-ga-ran-ong-anh-ngo-van-chuong,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwe8j4defa3de0@resize_ss576x330,Tiệm Gà Rán Óng Ánh - Cầu Diễn,Quán ăn,,,10.0,130,130,0,0,0,10.0,10.0,10.0,10.0,10.0,"82/132 Đường Cầu Diễn, P. Minh Khai",Quận Bắc Từ Liêm,Hà Nội,09:30 - 23:30,35.000đ - 200.000đ
https://www.foody.vn/ha-noi/tiem-com-healthy-eat-clean-com-chay-tran-cung,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwez0b6knqhn28@resize_ss576x330,Tiệm Cơm Healthy & Eat Clean - Cơm Chay - Trần Cung,Shop Online,Món Việt,,10.0,106,101,0,0,0,10.0,9.9,10.0,10.0,10.0,"77 Trần Cung, P. Nghĩa Tân",Quận Bắc Từ Liêm,Hà Nội,09:00 - 22:00,
https://www.foody.vn/ha-noi/tiem-com-1989-com-chay-tran-cung,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwe4ohbpzd9577@resize_ss576x330,Tiệm Cơm 1989 - Cơm Chay - Trần Cung,"Café/Dessert,, Ăn chay",Món Việt,,10.0,103,95,0,0,0,10.0,10.0,10.0,10.0,10.0,"77 Đường Trần Cung, P. Nghĩa Tân",Quận Bắc Từ Liêm,Hà Nội,09:00 - 23:00,
https://www.foody.vn/ha-noi/com-chay-van-phong-tran-cung,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw5yoz36fmqh2d@resize_ss576x330,Cơm Chay Văn Phòng - Trần Cung,"Ăn chay,, Giao cơm văn phòng",Món Bắc,,10.0,50,50,0,0,0,10.0,10.0,10.0,10.0,10.0,"79 Đường Trần Cung, P. Nghĩa Tân",Quận Bắc Từ Liêm,Hà Nội,09:00 - 22:00,
https://www.foody.vn/ha-noi/banh-mi-xu-lang-phan-ba-vanh,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8fk35bxae384@resize_ss576x330,Bánh Mì Xứ Lạng - Phan Bá Vành,Ăn vặt/vỉa hè,Món Việt,"Cặp đôi, Gia đình, Nhóm hội",10.0,50,50,0,0,0,10.0,10.0,10.0,10.0,10.0,"191 Phan Bá Vành, P. Cổ Nhuế 1",Quận Bắc Từ Liêm,Hà Nội,09:00 - 21:00,8.000đ - 15.000đ
https://www.foody.vn/ha-noi/the-gioi-ga-kdt-thanh-pho-giao-luu,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwdkr1ihuva117@resize_ss576x330,Thế Giới Gà - KĐT Thành Phố Giao Lưu,Nhà hàng,Món Việt,"Cặp đôi, Gia đình, Nhóm hội",9.2,22,20,2,0,0,9.2,9.2,9.4,9.4,9.1,"33 TT1 Đường Số 2, KĐT Thành Phố Giao Lưu, P Cổ Nhuế 1",Quận Bắc Từ Liêm,Hà Nội,09:00 - 19:00,50.000đ - 200.000đ
https://www.foody.vn/ha-noi/lau-nuong-han-quoc-shaburella-lau-nuong-hoang-cong-chat,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwglrqo88qu376@resize_ss576x330,Lẩu Nướng Hàn Quốc Shaburella - Lẩu & Nướng - Hoàng Công Chất,"Nhà hàng,, Buffet",Món Hàn,"Sinh viên, Cặp đôi, Gia đình, Nhóm hội, Giới văn phòng, Giới Manager, Khách du lịch, Trẻ em",,0,0,0,0,0,,,,,,"Số 10 Ngõ 266 Hoàng Công Chất, KĐT R2 Goldmark City, P. Phú Diễn",Quận Bắc Từ Liêm,Hà Nội,09:00 - 14:00 | 17:00 - 21:30,
https://www.foody.vn/ha-noi/lotteria-mega-market-pham-van-dong,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgud26oro4994@resize_ss576x330,Lotteria - Mega Market Phạm Văn Đồng,Nhà hàng,Món Hàn,,6.7,20,4,4,9,3,6.4,7.4,7.0,6.1,6.6,"Tầng 1 TTTM Metro Cash&Carry Thăng Long, Phạm Văn Đồng",Quận Bắc Từ Liêm,Hà Nội,09:00 - 22:00,30.000đ - 88.000đ
https://www.foody.vn/ha-noi/bep-uyen-chan-canh-ga-nuong-cac-mon-nuong-than-hoa,https://down-vn.img.susercontent.com/vn-11134513-7r98o-luhoikyd0f8l07@resize_ss576x330,Bếp Uyên - Chân Cánh Gà Nướng & Các Món Nướng Than Hoa,Quán ăn,,,10.0,53,53,0,0,0,10.0,9.9,10.0,10.0,10.0,"Số 06 Tân Triều Mới (Đường 25m), X. Tân Triều",Huyện Thanh Trì,Hà Nội,07:00 - 19:00,
https://www.foody.vn/ha-noi/com-ngon-me-nau-shinfood-24h,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwe2kvi9gouxd6@resize_ss576x330,Cơm Ngon Mẹ Nấu - Shinfood 24H,Quán ăn,,,10.0,52,52,0,0,0,10.0,9.9,10.0,10.0,10.0,"SH06 Toà Nhà Housinco Premium Ngõ 288 Nguyễn Xiển, X.Tân Triều",Huyện Thanh Trì,Hà Nội,07:00 - 23:00,
https://www.foody.vn/ha-noi/pho-ganh-3-ngon-com-rang-pho-mi-xao-125-yen-xa,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwzbuu73pnffce@resize_ss576x330,"Phở Gánh 3 Ngon - Cơm Rang, Phở & Mì Xào - 125 Yên Xá",Quán ăn,,,10.0,51,48,0,0,0,10.0,10.0,10.0,10.0,10.0,"Số 125 Yên Xá, X. Tân Triều",Huyện Thanh Trì,Hà Nội,06:00 - 22:00,
https://www.foody.vn/ha-noi/lau-bo-huong-cang-buffet-lau-dimsum,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwg1tal971src5@resize_ss576x330,Lẩu Bò Hương Cảng - Buffet Lẩu & Dimsum,Buffet,Món Trung Hoa,"Gia đình, Nhóm hội, Giới văn phòng",8.0,3,0,3,0,0,8.7,5.7,9.0,8.7,8.0,"23 TT8 Quang Lai, Xã Tứ Hiệp",Huyện Thanh Trì,Hà Nội,09:00 - 22:00,118.000đ - 999.000đ
https://www.foody.vn/ha-noi/ngoc-thach-quan-sua-chua-caramen-ngoc-hoi,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsuak3v94mo4a3@resize_ss576x330,Ngọc Thạch Quán - Sữa Chua & Caramen - Ngọc Hồi,Café/Dessert,Món Việt,"Sinh viên, Gia đình, Nhóm hội",,0,0,0,0,0,,,,,,"Vũ Lăng , P. Ngũ Hiệp - Gần Thế Giới Di Động Ngọc Hồi",Huyện Thanh Trì,Hà Nội,10:00 - 22:00,10.000đ - 25.000đ
