Link,Image,Tên nhà hàng,Loại hình,Phong cách món ăn,Đối tượng phù hợp,Đánh giá trung bình,Tổng số bình luận,Bình luận tuyệt vời,Bình luận khá tốt,Bình luận trung bình,Bình luận kém,Điểm không gian,Điểm vị trí,Điểm chất lượng,Điểm phục vụ,Điểm giá cả,Đường,Quận,Thành phố,Giờ mở cửa,Khoảng giá,Restaurant ID
https://www.foody.vn/ha-noi/jacksons-steakhouse,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwguxfh7su6xa3@resize_ss576x330,Jacksons Steakhouse Hanoi,"Nhà hàng, Sang trọng",Mỹ,"Cặp đôi, Giới văn phòng, Giới Manager",6.7,533,150,53,329,0,6.8,6.7,6.8,6.8,6.6,"23J Hai Bà Trưng, P. Hàng Bài",Quận Hoàn Kiếm,Hà Nội,09:30 - 23:30,300.000đ - 1.100.000đ,1312
https://www.foody.vn/ha-noi/salmonoid-cao-ba-quat,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lweqbrf4923dad@resize_ss576x330,Salmonoid - Món Âu - Cao Bá Quát,"Nhà hàng, Sang trọng",Pháp,"Cặp đôi, Gia đình, Giới Manager",7.5,271,47,159,62,3,7.7,7.6,7.8,7.7,7.1,32C Cao Bá Quát,Quận Ba Đình,Hà Nội,10:00 - 22:30,200.000đ - 650.000đ,2238
https://www.foody.vn/ha-noi/essence-cafe,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lweywi2hb3yz5e@resize_ss576x330,Essence Cafe & Restaurant,"Café/Dessert, Nhà hàng, Sang trọng",Món Việt,"Cặp đôi, Gia đình, Nhóm hội, Khách du lịch",6.5,192,50,10,130,1,6.5,6.6,6.5,6.5,6.5,22 Tạ Hiện,Quận Hoàn Kiếm,Hà Nội,,60.000đ - 132.000đ,997
https://www.foody.vn/ha-noi/tim-ho-wan-dim-sum-hong-kong-lotte-hotels-resorts-hanoi,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfjtfmvil7dcd@resize_ss576x330,Tim Ho Wan - Dimsum Hồng Kông - Lotte Hotel Hanoi,"Nhà hàng, Sang trọng",Món Trung Hoa,"Cặp đôi, Gia đình, Nhóm hội, Giới văn phòng, Khách du lịch",7.9,131,26,89,15,1,8.5,8.6,7.7,7.9,6.9,"Tầng 36, Lotte Center, 54 Liễu Giai",Quận Ba Đình,Hà Nội,11:30 - 22:00,100.000đ - 1.000.000đ,2511
https://www.foody.vn/ha-noi/tunglok-heen-am-thuc-trung-hoa-almaz-vinhomes-riverside,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwdbh9jbquah78@resize_ss576x330,Tunglok Heen - Ẩm Thực Trung Hoa - Almaz Vinhomes Riverside,"Nhà hàng, Sang trọng",Món Trung Hoa,"Nhóm hội, Giới văn phòng, Khách du lịch",7.6,56,18,20,16,1,8.1,7.2,7.9,7.9,6.8,"Almaz, Vinhomes Riverside",Quận Long Biên,Hà Nội,10:00 - 15:00 | 18:00 - 22:00,250.000đ - 5.000.000đ,2694
https://www.foody.vn/ha-noi/top-of-hanoi-lotte-hotels-resorts-hanoi,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwhc8ygxcgyj3b@resize_ss576x330,Top Of Hanoi - Lotte Hotels & Resorts Hanoi,"Nhà hàng, Sang trọng",Món Việt,"Cặp đôi, Giới Manager, Khách du lịch",7.3,78,17,30,31,0,8.0,8.0,6.9,7.2,6.3,"Tầng 67, Lotte Center, 54 Liễu Giai",Quận Ba Đình,Hà Nội,17:00 - 23:00,100.000đ - 300.000đ,2583
https://www.foody.vn/ha-noi/maison-vie-nha-hang-kieu-phap,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwg3nb2ni0grb0@resize_ss576x330,Maison Vie - Nhà Hàng Kiểu Pháp,"Nhà hàng, Sang trọng",Pháp,"Gia đình, Nhóm hội, Giới văn phòng",6.9,201,54,37,110,0,7.0,6.8,7.0,7.0,6.8,28 Tăng Bạt Hổ,Quận Hai Bà Trưng,Hà Nội,10:00 - 22:00,250.000đ - 700.000đ,1636
https://www.foody.vn/ha-noi/angelina-restaurant-lounge-sofitel-legend-metropole-hanoi,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8oxz6lbyzd8c@resize_ss576x330,Angelina Restaurant & Lounge - Sofitel Legend Metropole Hanoi,"Nhà hàng, Sang trọng",Ý,"Gia đình, Giới Manager, Khách du lịch",6.9,101,23,27,50,1,7.1,7.0,7.1,7.1,6.5,15 Ngô Quyền,Quận Hoàn Kiếm,Hà Nội,00:01 - 02:00 | 11:00 - 23:59,100.000đ - 220.000đ,41
https://www.foody.vn/ha-noi/pan-pacific-hotel-hanoi,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwck23zioouzd8@resize_ss576x330,Pan Pacific Hotel Hanoi,"Lưu trú / Nghỉ dưỡng, Sang trọng",Món Việt,"Nhóm hội, Giới văn phòng, Giới Manager",6.7,113,32,10,71,0,6.7,6.7,6.7,6.7,6.7,1 Thanh Niên,Quận Ba Đình,Hà Nội,06:00 - 12:00,1.000.000đ - 10.000.000đ,1970
https://www.foody.vn/ha-noi/top-floor-rue-des-seaux-restaurant,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8blybfsb1787@resize_ss800x450,Top Floor Rue Des Seaux Restaurant - Hàng Thùng,"Nhà hàng, Sang trọng",Quốc tế,"Cặp đôi, Gia đình, Giới văn phòng, Giới Manager, Khách du lịch",7.9,53,10,39,2,2,8.2,7.8,8.0,8.1,7.6,"21 Hàng Thùng, P. Lý Thái Tổ",Quận Hoàn Kiếm,Hà Nội,06:30 - 22:00,25.000đ - 250.000đ,2582
https://www.foody.vn/ha-noi/la-badiane,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwhi4vjqzw0pbe@resize_ss576x330,La Badiane - Nam Ngư,"Nhà hàng, Sang trọng",Pháp,"Cặp đôi, Nhóm hội, Giới văn phòng, Khách du lịch",7.1,83,21,22,39,1,7.3,7.1,7.4,7.1,6.7,"10 Nam Ngư, P. Cửa Nam",Quận Hoàn Kiếm,Hà Nội,11:30 - 22:30,75.000đ - 165.000đ,1480
https://www.foody.vn/ha-noi/green-tangerine-cafe-restaurant,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwblo2bt6ggrfd@resize_ss576x330,Green Tangerine Cafe - Restaurant,"Café/Dessert, Nhà hàng, Sang trọng",Món Việt,"Gia đình, Giới văn phòng",7.0,74,19,19,33,2,7.3,7.0,7.1,7.2,6.6,48 Hàng Bè,Quận Hoàn Kiếm,Hà Nội,11:00 - 23:00,50.000đ - 330.000đ,1103
https://www.foody.vn/ha-noi/maison-de-tet-decor-cafe-tu-hoa,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8fp5y8x7171d@resize_ss576x330,Maison De Tet Decor Cafe,"Nhà hàng, Sang trọng",Quốc tế,"Gia đình, Giới văn phòng, Giới Manager, Khách du lịch",7.1,28,3,17,3,5,7.9,7.5,7.1,6.6,6.3,"26 Quảng Bá, P. Quảng An",Quận Tây Hồ,Hà Nội,07:00 - 22:00,100.000đ - 500.000đ,1635
https://www.foody.vn/ha-noi/rico-south-american-steakhouse,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwbstvw4je1ne9@resize_ss576x330,Rico South American Steakhouse,"Nhà hàng, Sang trọng",Món Việt,"Gia đình, Nhóm hội, Giới văn phòng",8.1,41,6,33,2,0,8.5,8.2,8.2,8.3,7.2,"56 Trần Quốc Toản, P. Trần Hưng Đạo",Quận Hoàn Kiếm,Hà Nội,11:00 - 14:00 | 18:00 - 23:00,150.000đ - 700.000đ,2216
https://www.foody.vn/ha-noi/sunset-bar,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwdlx29k37q316@resize_ss576x330,Sunset Bar - InterContinental Hanoi Westlake,"Bar/Pub, Sang trọng",Món Việt,"Cặp đôi, Nhóm hội, Giới Manager, Khách du lịch",7.6,42,8,20,14,0,8.1,7.9,7.5,7.4,7.1,"InterContinental Hanoi Westlake, 5 Từ Hoa, P. Quảng An",Quận Tây Hồ,Hà Nội,16:00 - 00:00,150.000đ - 300.000đ,2334
https://www.foody.vn/ha-noi/nha-hang-salsa-am-thuc-phuong-tay,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwhh324p9mftc9@resize_ss576x330,La Salsa - Món Âu - Xuân Diệu,"Nhà hàng, Sang trọng",Pháp,"Cặp đôi, Gia đình, Giới văn phòng, Khách du lịch",7.6,32,6,21,3,2,8.0,8.0,7.8,7.6,6.8,"53 Xuân Diệu, P. Quảng An",Quận Tây Hồ,Hà Nội,09:00 - 22:00,100.000đ - 220.000đ,1484
https://www.foody.vn/ha-noi/french-grill-restaurant-jw-marriott-hotel-hanoi,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfepzj7uw9nca@resize_ss576x330,French Grill Restaurant - JW Marriott Hotel Hanoi,"Nhà hàng, Sang trọng",Món Âu,"Gia đình, Giới văn phòng, Giới Manager",7.9,31,7,19,5,0,8.2,7.5,8.6,8.5,6.9,"JW Marriott Hotel Hanoi, 8 Đỗ Đức Dục",Quận Nam Từ Liêm,Hà Nội,10:00 - 23:00,300.000đ - 700.000đ,1025
https://www.foody.vn/ha-noi/la-cheminee-restaurant-pullman-hanoi-hotel,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwcxgseocx5l17@resize_ss576x330,La Cheminée Restaurant - Pullman Hanoi Hotel,"Nhà hàng, Sang trọng",Quốc tế,"Gia đình, Giới Manager, Khách du lịch",6.4,55,11,5,38,1,6.5,6.5,6.4,6.4,6.2,"40 Cát Linh, P. Cát Linh",Quận Đống Đa,Hà Nội,06:00 - 22:00,200.000đ - 1.000.000đ,1481
https://www.foody.vn/ha-noi/da-paolo-westlake,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwi5gma63g0rc1@resize_ss576x330,Da Paolo Westlake - Món Ý,"Nhà hàng, Sang trọng",Ý,"Gia đình, Nhóm hội, Giới văn phòng",7.5,30,2,20,8,0,7.9,7.7,8.1,7.2,6.7,"18 Ngõ 50/59/17 Đặng Thai Mai, P. Quảng An",Quận Tây Hồ,Hà Nội,10:00 - 22:00,200.000đ - 385.000đ,919
https://www.foody.vn/ha-noi/the-vin-steak-xuan-dieu,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwg0r3c5sfkp0a@resize_ss576x330,The Vin Steak - Xuân Diệu,"Nhà hàng, Sang trọng",Quốc tế,"Gia đình, Nhóm hội, Giới văn phòng",6.9,35,10,6,18,1,7.1,7.0,6.9,6.9,6.5,7 Xuân Diệu,Quận Tây Hồ,Hà Nội,10:00 - 23:00,200.000đ - 3.000.000đ,2454
https://www.foody.vn/ha-noi/jw-cafe-jw-marriott-hotel-hanoi,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwghakykci55de@resize_ss576x330,JW Café - JW Marriott Hotel Hanoi,"Café/Dessert, Sang trọng",Món Việt,"Gia đình, Giới văn phòng, Giới Manager",8.5,27,11,15,1,0,9.4,8.4,8.7,8.9,7.3,"JW Marriott Hotel Hanoi, 8 Đỗ Đức Dục",Quận Nam Từ Liêm,Hà Nội,07:00 - 22:30,50.000đ - 500.000đ,1311
https://www.foody.vn/ha-noi/hanoi-deli-coffee-restaurant,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9zxwdw4n2z93@resize_ss576x330,Hanoi Deli - Coffee & Restaurant,"Nhà hàng, Sang trọng",Món Việt,"Nhóm hội, Giới văn phòng, Giới Manager, Khách du lịch",6.3,27,4,4,19,0,6.5,6.3,6.4,6.2,6.0,51 Lý Thường Kiệt,Quận Hoàn Kiếm,Hà Nội,07:00 - 22:30,50.000đ - 2.500.000đ,1174
https://www.foody.vn/ha-noi/saigon-restaurant-intercontinental-hanoi-westlake,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwaqld3ado7v57@resize_ss576x330,Saigon Restaurant - InterContinental Hanoi Westlake,Sang trọng,Món Việt,"Cặp đôi, Gia đình, Nhóm hội, Giới Manager",6.3,32,5,5,22,0,6.3,6.4,6.3,6.4,6.0,"InterContinental Hanoi Hotel, 5 Từ Hoa",Quận Tây Hồ,Hà Nội,18:00 - 22:30,1.000.000đ - 10.000.000đ,2234
https://www.foody.vn/ha-noi/le-club-bar-sofitel-legend-metropole-hanoi,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwhlgj1nm2mzf2@resize_ss576x330,Le Club Bar - Sofitel Legend Metropole Hanoi,"Nhà hàng, Sang trọng",Món Âu,"Cặp đôi, Nhóm hội, Giới Manager, Khách du lịch",8.2,11,2,9,0,0,8.9,8.6,8.7,8.5,6.5,"15 Ngô Quyền, P. Tràng Tiền",Quận Hoàn Kiếm,Hà Nội,06:30 - 23:30,100.000đ - 500.000đ,1495
https://www.foody.vn/ha-noi/dalcheeni-xuan-dieu,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwbwqwrd49ndfe@resize_ss576x330,Dalcheeni - Xuân Diệu,"Nhà hàng, Sang trọng",Món Việt,"Cặp đôi, Gia đình, Giới văn phòng",6.7,55,15,4,35,0,6.6,6.6,6.9,6.6,6.7,100 Xuân Diệu,Quận Tây Hồ,Hà Nội,08:00 - 23:00,300.000đ - 700.000đ,922
https://www.foody.vn/ha-noi/intercontinental-hanoi-landmark72,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw980v2lc255b2@resize_ss576x330,InterContinental Hanoi Landmark72,"Lưu trú / Nghỉ dưỡng, Sang trọng",Quốc tế,"Giới văn phòng, Giới Manager",6.8,39,12,4,23,0,6.8,6.8,6.8,6.8,6.8,E6 Phạm Hùng,Quận Nam Từ Liêm,Hà Nội,Cả ngày,,1303
https://www.foody.vn/ha-noi/satine-vietnamese-cuisine-de-l-opera-hanoi-hotel,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwghcxswi3mhf3@resize_ss576x330,Satine - Vietnamese Cuisine - De l'Opera Hanoi Hotel,"Nhà hàng, Sang trọng",Món Việt,"Gia đình, Nhóm hội, Giới Manager, Khách du lịch",6.3,32,7,2,22,1,6.3,6.3,6.5,6.2,6.2,"Tầng Trệt, De l'Opera Hanoi Hotel, 29 Tràng Tiền, P. Tràng Tiền",Quận Hoàn Kiếm,Hà Nội,06:00 - 22:30,100.000đ - 500.000đ,2252
https://www.foody.vn/ha-noi/topaz-beer-club-almaz-vinhomes-riverside,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8blz36npazd2@resize_ss800x450,Topaz Beer Club - Almaz Vinhomes Riverside,"Nhà hàng, Sang trọng",Ý,"Gia đình, Giới văn phòng, Giới Manager",7.9,14,3,9,2,0,8.5,7.6,8.0,8.3,7.1,"Almaz, Vinhomes Riverside Sài Đồng",Quận Long Biên,Hà Nội,07:00 - 22:00,100.000đ - 500.000đ,2584
https://www.foody.vn/ha-noi/el-vino-wine-restaurant,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw96kncbuuor66@resize_ss576x330,El Vino Wine & Restaurant,Sang trọng,Món Việt,"Cặp đôi, Gia đình, Nhóm hội",6.7,35,9,4,20,0,6.8,6.6,6.8,6.8,6.5,16 Quảng An,Quận Tây Hồ,Hà Nội,10:00 - 23:00,50.000đ - 780.000đ,994
https://www.foody.vn/ha-noi/le-beaulieu-restaurant-sofitel-legend-metropole-hanoi,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8hyqc1dfq369@resize_ss576x330,Le Beaulieu Restaurant - Sofitel Legend Metropole Hanoi,"Nhà hàng, Sang trọng",Pháp,"Cặp đôi, Gia đình, Nhóm hội, Giới Manager, Khách du lịch",6.8,16,4,3,7,1,7.1,7.5,7.1,6.7,5.8,15 Ngô Quyền,Quận Hoàn Kiếm,Hà Nội,18:00 - 22:30,500.000đ - 2.000.000đ,1491
https://www.foody.vn/ha-noi/the-lounge-sky-lotte-hotels-resorts-hanoi,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwh2z6dbc4wp6a@resize_ss576x330,The Lounge Sky - Lotte Hotels & Resorts Hanoi,"Café/Dessert, Bar/Pub, Sang trọng",Quốc tế,"Cặp đôi, Nhóm hội, Giới văn phòng, Khách du lịch",8.1,11,4,5,1,1,8.7,8.4,8.3,8.5,6.9,"Tầng 38, Lotte Center, 54 Liễu Giai",Quận Ba Đình,Hà Nội,09:00 - 23:00,75.000đ - 150.000đ,2439
https://www.foody.vn/ha-noi/lautrec-cafe-de-l-opera-hanoi-hotel,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfb509kogrd67@resize_ss576x330,Lautrec Café - De l'Opera Hanoi Hotel,"Café/Dessert, Nhà hàng, Sang trọng",Quốc tế,"Gia đình, Nhóm hội, Giới Manager, Khách du lịch",7.1,15,5,3,6,0,7.3,7.1,7.1,7.1,6.7,"Tầng Trệt, De l'Opera Hanoi Hotel, 29 Tràng Tiền",Quận Hoàn Kiếm,Hà Nội,06:00 - 22:30,50.000đ - 300.000đ,1489
https://www.foody.vn/ha-noi/the-lounge-jw-marriott-hotel-hanoi,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgr58iyk5az3b@resize_ss576x330,The Lounge - JW Marriott Hotel Hanoi,"Bar/Pub, Sang trọng",Quốc tế,"Gia đình, Giới Manager, Khách du lịch",7.1,13,2,5,6,0,7.6,6.9,6.8,7.5,6.5,"JW Marriott Hotel Hanoi, 8 Đỗ Đức Dục",Quận Nam Từ Liêm,Hà Nội,07:00 - 22:30,500.000đ - 5.000.000đ,2438
https://www.foody.vn/ha-noi/red-bean-restaurant-am-thuc-viet-nam,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgzh88ai1ndf5@resize_ss576x330,Red Bean Restaurant - Ẩm Thực Việt Nam,"Nhà hàng, Sang trọng",Món Việt,"Cặp đôi, Gia đình, Nhóm hội, Khách du lịch",9.3,8,6,2,0,0,9.5,9.1,9.9,9.6,8.5,94 Mã Mây,Quận Hoàn Kiếm,Hà Nội,07:00 - 22:30,200.000đ - 600.000đ,2213
https://www.foody.vn/ha-noi/ham-ruou-il-vino-my-way-hotel,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lweodxkgyv2z90@resize_ss576x330,Hầm Rượu Il Vino - My Way Hotel,"Bar/Pub, Sang trọng",Món Việt,"Gia đình, Giới văn phòng, Giới Manager",6.8,15,3,5,6,0,7.1,6.7,6.9,6.8,6.3,"My Way Hotel, 2 Ngõ 86 Duy Tân",Quận Cầu Giấy,Hà Nội,08:00 - 22:00,1.000.000đ - 10.000.000đ,1278
https://www.foody.vn/ha-noi/spices-garden-sofitel-legend-metropole-hanoi,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwad2wknedaz3c@resize_ss576x330,Spices Garden - Sofitel Legend Metropole Hanoi,"Nhà hàng, Sang trọng",Món Việt,"Gia đình, Giới Manager, Khách du lịch",8.5,7,2,5,0,0,8.9,9.3,8.7,8.6,7.0,15 Ngô Quyền,Quận Hoàn Kiếm,Hà Nội,07:00 - 23:00,50.000đ - 200.000đ,2298
https://www.foody.vn/ha-noi/milan-restaurant-intercontinental-hanoi-westlake,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lway9alrgfrt05@resize_ss576x330,Milan Restaurant - InterContinental Hanoi Westlake,Sang trọng,Món Bắc,"Cặp đôi, Gia đình, Nhóm hội, Giới văn phòng",8.7,3,2,1,0,0,8.3,9.7,9.3,8.7,7.3,"InterContinental Hanoi Hotel, 5 Từ Hoa, P. Quảng An",Quận Tây Hồ,Hà Nội,18:00 - 22:30,1.000.000đ - 10.000.000đ,1667
https://www.foody.vn/ha-noi/cafe-du-lac-intercontinental-hanoi-westlake,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwb9q32iypy3a9@resize_ss576x330,Cafe Du Lac - InterContinental Hanoi Westlake,"Café/Dessert, Sang trọng",Món Bắc,"Cặp đôi, Gia đình, Nhóm hội, Giới văn phòng",7.7,6,1,4,0,0,8.0,7.8,8.0,8.0,6.7,"InterContinental Hanoi Hotel, 5 Từ Hoa, P. Quảng An",Quận Tây Hồ,Hà Nội,12:00 - 15:00 | 18:00 - 21:30,100.000đ - 250.000đ,574
https://www.foody.vn/ha-noi/el-oriental-restaurant-melia-hanoi,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwak36p0upqz9b@resize_ss576x330,El Oriental Restaurant - Melia Hanoi,"Nhà hàng, Sang trọng",Món Việt,"Gia đình, Nhóm hội, Giới Manager, Khách du lịch",8.0,5,1,4,0,0,8.2,8.4,8.2,7.8,7.2,"Melia Hanoi, 44B Lý Thường Kiệt",Quận Hoàn Kiếm,Hà Nội,11:30 - 14:30 | 17:30 - 22:00,250.000đ - 550.000đ,992
https://www.foody.vn/ha-noi/la-plume-bistro-lounge,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9s2dc6v8bf71@resize_ss576x330,La Plume Bistro & Lounge,"Nhà hàng, Sang trọng",Quốc tế,"Cặp đôi, Nhóm hội, Giới văn phòng",8.7,4,1,3,0,0,9.3,8.8,8.8,9.3,7.3,"Tầng 3, Press Club, 59A Lý Thái Tổ",Quận Hoàn Kiếm,Hà Nội,08:00 - 00:00,50.000đ - 500.000đ,1483
https://www.foody.vn/ha-noi/bamboo-bar-sofitel-legend-metropole-hanoi,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwexefz96axn76@resize_ss576x330,Bamboo Bar - Sofitel Legend Metropole Hanoi,"Bar/Pub, Sang trọng",Món Việt,"Nhóm hội, Giới Manager, Khách du lịch",8.0,5,0,5,0,0,8.6,8.2,8.4,8.4,6.6,15 Ngô Quyền,Quận Hoàn Kiếm,Hà Nội,18:00 - 01:00,100.000đ - 500.000đ,94
https://www.foody.vn/ha-noi/chez-manon-hilton-hanoi-opera-hotel,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwc9624qkbmja9@resize_ss576x330,Chez Manon - Hilton Hanoi Opera Hotel,"Nhà hàng, Sang trọng",Quốc tế,"Gia đình, Nhóm hội, Giới Manager, Khách du lịch",8.3,4,1,3,0,0,8.3,8.3,8.8,8.5,7.5,"Hilton Hanoi Opera Hotel, 1 Lê Thánh Tông",Quận Hoàn Kiếm,Hà Nội,17:00 - 22:00,100.000đ - 550.000đ,648
https://www.foody.vn/ha-noi/le-jardin-buffet-grand-plaza-hotel,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lweurptpheqjb5@resize_ss576x330,Le Jardin Buffet - Grand Plaza Hotel,"Nhà hàng, Sang trọng",Món Việt,"Gia đình, Nhóm hội, Giới Manager, Khách du lịch",7.1,5,1,3,0,1,7.6,7.2,7.2,7.2,6.4,"117 Trần Duy Hưng, P. Trung Hòa",Quận Cầu Giấy,Hà Nội,09:00 - 21:00,420.000đ - 600.000đ,1498
https://www.foody.vn/ha-noi/paula-s-wines-mandarin-garden,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwbturjbnhzv91@resize_ss576x330,Paula's Wines - Mandarin Garden,"Nhà hàng, Sang trọng",Món Việt,"Gia đình, Nhóm hội, Giới văn phòng, Giới Manager",8.1,3,0,3,0,0,9.0,8.0,8.7,7.3,7.3,"Mandarin Garden Hoàng Minh Giám, P. Trung Hòa",Quận Cầu Giấy,Hà Nội,10:00 - 22:30,100.000đ - 500.000đ,1998
https://www.foody.vn/ha-noi/diplomat-lounge-intercontinental-hanoi-westlake,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwbeq5i4php766@resize_ss576x330,Diplomat Lounge - InterContinental Hanoi Westlake,Sang trọng,Món Bắc,"Cặp đôi, Gia đình, Nhóm hội, Giới văn phòng",6.3,3,0,1,2,0,6.7,6.7,6.3,6.3,5.3,"InterContinental Hanoi Hotel, 5 Từ Hoa",Quận Tây Hồ,Hà Nội,07:00 - 11:00,100.000đ - 2.000.000đ,952
https://www.foody.vn/ha-noi/luc-thuy-restaurant,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9k761cgfdn1b@resize_ss576x330,Lục Thuỷ Restaurant,"Nhà hàng, Sang trọng",Món Việt,"Gia đình, Nhóm hội, Giới văn phòng",8.1,3,2,0,1,0,9.0,10.0,8.0,6.3,7.0,"16 Lê Thái Tổ, P. Hàng Trống",Quận Hoàn Kiếm,Hà Nội,07:00 - 22:30,50.000đ - 250.000đ,1620
https://www.foody.vn/ha-noi/lounge-83-movenpick-hotel-hanoi,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwalj7nnyl7da4@resize_ss576x330,Lounge 83 - Mövenpick Hotel Hanoi,"Café/Dessert, Sang trọng",Quốc tế,"Gia đình, Nhóm hội, Giới Manager, Khách du lịch",7.9,2,0,2,0,0,8.5,8.0,8.0,8.5,6.5,"Mövenpick Hotel Hanoi, 83A Lý Thường Kiệt",Quận Hoàn Kiếm,Hà Nội,08:00 - 00:00,80.000đ - 250.000đ,1550
https://www.foody.vn/ha-noi/nem-chua-ran-36-tam-thuong-nguyen-van-giap,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwe8ioabou6z5b@resize_ss576x330,Nem Chua Rán 36 Tạm Thương - Nguyễn Văn Giáp,Sang trọng,Món Bắc,,10.0,1,1,0,0,0,10.0,10.0,10.0,10.0,10.0,154 Nguyễn Văn Giáp,Quận Nam Từ Liêm,Hà Nội,10:00 - 22:00,5.000đ - 100.000đ,1781
https://www.foody.vn/ha-noi/antidote-bar-jw-marriott-hotel-hanoi,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgwoj8597fdea@resize_ss576x330,Antidote Bar - JW Marriott Hotel Hanoi,"Bar/Pub, Sang trọng",Quốc tế,"Nhóm hội, Giới Manager, Khách du lịch",9.0,1,1,0,0,0,10.0,8.0,9.0,9.0,9.0,"JW Marriott Hotel Hanoi, 8 Đỗ Đức Dục",Quận Nam Từ Liêm,Hà Nội,20:00 - 23:30,500.000đ - 5.000.000đ,62
https://www.foody.vn/ha-noi/si-cuisine-mixology-restaurant,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwe1w0dtbv1571@resize_ss576x330,SI Cuisine & Mixology Takeaway - Hàng Bài,"Nhà hàng, Sang trọng",Món Bắc,"Cặp đôi, Gia đình, Nhóm hội, Giới văn phòng, Giới Manager",8.6,1,0,1,0,0,10.0,10.0,7.0,9.0,7.0,"18 Hàng Bài, P. Hàng Bài",Quận Hoàn Kiếm,Hà Nội,09:00 - 21:00,500.000đ - 800.000đ,2229
https://www.foody.vn/ha-noi/hai-cang-restaurant-hai-ba-trung,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgobdj6re8p06@resize_ss576x330,Hải Cảng Restaurant - Hai Bà Trưng,"Nhà hàng, Sang trọng",Quốc tế,"Gia đình, Nhóm hội, Giới văn phòng",8.9,2,1,1,0,0,10.0,9.0,9.0,8.5,8.0,"Tầng 12, Tòa Nhà Sun City, 13 Hai Bà Trưng, P. Tràng Tiền",Quận Hoàn Kiếm,Hà Nội,10:00 - 22:00,300.000đ - 600.000đ,1268
https://www.foody.vn/ha-noi/cloud-nine-restaurant,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwffvsyyskpn4e@resize_ss576x330,Cloud Nine Restaurant,Sang trọng,Món Bắc,,8.8,2,1,1,0,0,9.5,9.5,8.5,9.0,7.5,"Tầng 9, Khách Sạn La Siesta Premium Hàng Bè, 27 Hàng Bè",Quận Hoàn Kiếm,Hà Nội,,55.000đ - 5.000.000đ,756
