Link,Image,Tên nhà hàng,Loại hình,Phong cách món ăn,Đối tượng phù hợp,Đánh giá trung bình,Tổng số bình luận,Bình luận tuyệt vời,Bình luận khá tốt,Bình luận trung bình,Bình luận kém,Điểm không gian,Điểm vị trí,Điểm chất lượng,Điểm phục vụ,Điểm giá cả,Đường,Quận,Thành phố,Giờ mở cửa,Khoảng giá,Restaurant ID
https://www.foody.vn/ha-noi/o-hien-bun-bo-hue,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfiyzcbt3o90c@resize_ss576x330,O Hiền - Bún Bò Huế & Lẩu Đuôi Bò - Tô Hiệu,Quán ăn,Món Huế,,6.5,93,2,40,40,11,6.3,6.8,6.5,6.2,6.4,"106 C6 Tô Hiệu, P. Nghĩa Tân",Quận Cầu Giấy,Hà Nội,06:30 - 21:30,30.000đ - 55.000đ,1949
https://www.foody.vn/ha-noi/o-hien-bun-bo-hue-lau-duoi-bo,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8bmcdj7p3v37@resize_ss800x450,O Hiền - Bún Bò Huế & Lẩu Đuôi Bò - Trung Kính,Quán ăn,Món Huế,"Gia đình, Nhóm hội, Giới văn phòng",5.9,24,1,13,4,6,6.2,6.2,5.5,5.6,5.9,"62 Trung Kính, P. Yên Hòa",Quận Cầu Giấy,Hà Nội,06:30 - 14:00 | 07:00 - 22:30,30.000đ - 300.000đ,1948
https://www.foody.vn/ha-noi/bun-rieu-suon-sun-35-truong-han-sieu,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lstw61edtww49b@resize_ss576x330,Bún Riêu Sườn Sụn - 35 Trương Hán Siêu,Quán ăn,Món Việt,"Gia đình, Giới văn phòng",7.2,81,6,51,20,4,6.5,7.4,7.7,7.3,7.0,"35 Trương Hán Siêu, P. Trần Hưng Đạo",Quận Hoàn Kiếm,Hà Nội,06:30 - 21:00,30.000đ - 40.000đ,459
https://www.foody.vn/ha-noi/ao-quan,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwbxctu6fqhnae@resize_ss576x330,Ao Quán - Ẩm Thực Đồng Quê,Quán ăn,Món Việt,,6.6,79,3,35,31,10,7.3,5.5,7.0,6.4,6.7,"1 Quan Nhân, P. Nhân Chính",Quận Thanh Xuân,Hà Nội,10:00 - 22:00,50.000đ - 200.000đ,63
https://www.foody.vn/ha-noi/ga-ran-kft-van-quan,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvcd7ktzhjt43@resize_ss576x330,Gà Rán KFT - Văn Quán,Quán ăn,Món Việt,,9.9,153,151,0,2,0,9.9,9.7,9.9,9.9,9.9,"144 Đường 19/5, P. Văn Quán",Quận Hà Đông,Hà Nội,08:00 - 22:00,,1116
https://www.foody.vn/ha-noi/pho-tron-pho-lan-ong,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9s9loo6zmj2f@resize_ss576x330,Phở Hạnh - Lãn Ông,Quán ăn,Hà Nội,"Gia đình, Nhóm hội, Khách du lịch",6.5,84,0,38,34,12,5.8,6.7,7.5,6.0,6.4,65 Lãn Ông,Quận Hoàn Kiếm,Hà Nội,18:00 - 23:00,20.000đ - 55.000đ,2084
https://www.foody.vn/ha-noi/bun-dau-viet-giang-van-minh,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgcfseurmxl73@resize_ss576x330,Bún Đậu Việt - Giang Văn Minh,Quán ăn,Hà Nội,,6.4,162,1,70,71,20,5.6,6.2,7.3,6.3,6.6,"59A Giang Văn Minh, P. Kim Mã",Quận Ba Đình,Hà Nội,10:00 - 16:00,15.000đ - 33.000đ,487
https://www.foody.vn/ha-noi/bit-tet-hoe-nhai,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8h8s4ugm3fc8@resize_ss576x330,Bít Tết - Hòe Nhai,Quán ăn,Món Việt,,6.9,92,4,50,36,2,6.3,7.1,7.5,6.9,6.8,Hòe Nhai,Quận Ba Đình,Hà Nội,08:00 - 22:30,35.000đ - 72.000đ,393
https://www.foody.vn/ha-noi/soi-do-pizza-pasta,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwguns4zz0t708@resize_ss576x330,Sồi Đỏ - Pizza & Pasta - Phó Đức Chính,Quán ăn,Quốc tế,"Cặp đôi, Gia đình, Nhóm hội",7.1,84,17,40,8,19,7.3,7.4,7.0,6.9,6.7,"144 Phó Đức Chính, P. Trúc Bạch",Quận Ba Đình,Hà Nội,08:30 - 22:30,100.000đ - 300.000đ,2359
https://www.foody.vn/ha-noi/amelie-cakery,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwdhyhv6rtujcd@resize_ss576x330,Amélie Cakery,Tiệm bánh,Món Việt,"Cặp đôi, Gia đình, Giới văn phòng",8.0,15,0,15,0,0,7.5,7.7,8.9,8.2,7.9,23 Bát Sứ,Quận Hoàn Kiếm,Hà Nội,09:00 - 21:00,50.000đ - 300.000đ,29
https://www.foody.vn/ha-noi/p-moments-bakery,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9k1ltxh0ij61@resize_ss576x330,P Moments Bakery,Tiệm bánh,Món Việt,"Cặp đôi, Nhóm hội",8.4,14,5,9,0,0,8.7,7.6,8.6,8.9,8.1,"Số 20 Ngõ 109 Nguyễn Sơn, P. Ngọc Lâm",Quận Long Biên,Hà Nội,08:00 - 22:00,18.000đ - 300.000đ,1962
https://www.foody.vn/ha-noi/bao-minh-dac-san-banh-co-truyen-hang-than,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw7kdfa1nkrffa@resize_ss576x330,Bảo Minh - Đặc Sản Bánh Cốm Hàng Than,Tiệm bánh,Món Việt,"Cặp đôi, Gia đình",7.2,16,0,14,2,0,6.9,7.6,7.3,6.8,7.2,12 Hàng Than,Quận Ba Đình,Hà Nội,08:00 - 21:00,50.000đ - 500.000đ,503
https://www.foody.vn/ha-noi/o-mai-gia-thinh-hang-duong,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw914s7qafa3fb@resize_ss576x330,Ô Mai Gia Thịnh - Hàng Đường,Tiệm bánh,Món Việt,"Sinh viên, Cặp đôi, Gia đình, Trẻ em",7.3,16,1,9,6,0,6.6,8.3,7.6,6.8,7.3,"13 Hàng Đường, P. Hàng Đào",Quận Hoàn Kiếm,Hà Nội,08:00 - 21:00,60.000đ - 160.000đ,2912
https://www.foody.vn/ha-noi/naonao-japanese-cheesecake-cheese-tart,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwetas6c4q8r42@resize_ss576x330,NaoNao - Japanese Cheesecake & Cheese Tart,Tiệm bánh,Món Á,"Cặp đôi, Nhóm hội",8.2,15,6,6,3,0,7.5,8.2,8.4,8.7,8.3,481 Kim Mã,Quận Ba Đình,Hà Nội,10:00 - 22:00,30.000đ - 170.000đ,1775
https://www.foody.vn/ha-noi/swanshi-kitchen-banh-ngot-sinh-to-nuoc-ep,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwhp9ok232s999@resize_ss576x330,"Swanshi Kitchen - Bánh Ngọt, Sinh Tố & Nước Ép",Tiệm bánh,Quốc tế,"Gia đình, Nhóm hội",7.1,15,1,11,2,1,6.9,7.1,7.3,7.3,7.1,"49 Ngõ 564 Nguyễn Văn Cừ, P. Gia Thụy",Quận Long Biên,Hà Nội,09:00 - 21:30,50.000đ - 150.000đ,2347
https://www.foody.vn/ha-noi/banh-cua-nhi-tiramisu-online,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwbg9cpmwj4pc3@resize_ss576x330,Bánh Của Nhi - Tiramisu,Tiệm bánh,Quốc tế,"Cặp đôi, Nhóm hội",5.8,18,2,6,4,6,5.7,5.5,5.7,5.9,6.0,Tập Thể 5C Ngõ 96 Võ Thị Sáu,Quận Hai Bà Trưng,Hà Nội,09:00 - 19:00,60.000đ - 70.000đ,226
https://www.foody.vn/ha-noi/jamut-sao-japanese-handmade-cake,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8kqvcfvj6j23@resize_ss576x330,Jamứt - Japanese Handmade Cake,Tiệm bánh,Quốc tế,"Gia đình, Nhóm hội, Giới văn phòng, Khách du lịch",7.1,13,0,9,2,2,6.8,6.7,8.2,7.8,5.9,3 Quần Ngựa,Quận Ba Đình,Hà Nội,10:00 - 21:30,30.000đ - 600.000đ,1318
https://www.foody.vn/ha-noi/tiem-banh-nhat-ban-laetitia-tra-sua-light-bulb-nguyen-huu-huan,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwg46xe1ywnt7a@resize_ss576x330,Tiệm Bánh Nhật Bản Laetitia - Trà Sữa Light Bulb - Nguyễn Hữu Huân,Tiệm bánh,Món Nhật,"Cặp đôi, Gia đình, Giới văn phòng",7.5,13,1,12,0,0,7.5,7.9,7.5,7.7,6.9,86 Nguyễn Hữu Huân,Quận Hoàn Kiếm,Hà Nội,09:00 - 22:00,20.000đ - 100.000đ,2535
https://www.foody.vn/ha-noi/tiem-banh-nhat-ban-laetitia-tra-sua-light-bulb-kim-dong,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9nig14pryz87@resize_ss576x330,Tiệm Bánh Nhật Bản Laetitia - Trà Sữa Light Bulb - Kim Đồng,Tiệm bánh,Món Á,"Cặp đôi, Gia đình, Nhóm hội",0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7 Ngõ 19/2 Kim Đồng,Quận Hoàng Mai,Hà Nội,09:00 - 21:00,50.000đ - 100.000đ,2534
https://www.foody.vn/ha-noi/banh-ngot-bui-cong-trung-nguyen-trung-truc,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwapkj2wg15n28@resize_ss576x330,Bánh Ngọt Bùi Công Trung - Nguyễn Trung Trực,Tiệm bánh,Hà Nội,"Gia đình, Nhóm hội",7.4,13,0,12,1,0,7.0,7.5,7.3,7.2,7.9,"4 Nguyễn Trung Trực, P. Nguyễn Trung Trực",Quận Ba Đình,Hà Nội,08:00 - 22:00,40.000đ - 110.000đ,323
https://www.foody.vn/ha-noi/tati-bakery-tran-xuan-soan,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9pnqtmfra3ce@resize_ss576x330,Tati bakery - Trần Xuân Soạn,"Dịch vụ - Mua sắm, Tiệm bánh",Món Việt,"Gia đình, Nhóm hội, Giới văn phòng",7.3,20,0,12,8,0,7.3,7.9,6.7,7.3,7.2,76 Trần Xuân Soạn,Quận Hai Bà Trưng,Hà Nội,07:00 - 22:00,30.000đ - 66.000đ,2395
https://www.foody.vn/ha-noi/apoli-bakery,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwdhzi4xnmcbaf@resize_ss576x330,Apoli Bakery - Cao Thắng,Tiệm bánh,Món Việt,"Sinh viên, Gia đình",7.4,12,0,8,4,0,6.2,7.9,7.5,7.1,8.2,"14 Cao Thắng, P. Đồng Xuân",Quận Hoàn Kiếm,Hà Nội,07:00 - 21:00,10.000đ - 30.000đ,64
https://www.foody.vn/ha-noi/hunnie-cake-xuong-banh-homemade,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwdjmrt3abx7fd@resize_ss576x330,Hunnie Cake - Xưởng Bánh Homemade,Tiệm bánh,Món Việt,"Sinh viên, Gia đình, Giới văn phòng",8.0,13,2,9,2,0,7.1,8.2,8.9,8.1,7.9,65 Ngõ 111 Cù Chính Lan,Quận Thanh Xuân,Hà Nội,09:00 - 21:00,25.000đ - 1.000.000đ,1234
https://www.foody.vn/ha-noi/icy-cake-ice-cream-quang-trung,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwdg14hrgcez0e@resize_ss576x330,Icy Cake & Ice-cream Crepes - Quang Trung,Tiệm bánh,Quốc tế,"Gia đình, Nhóm hội, Giới văn phòng",7.7,10,0,9,1,0,7.9,7.5,8.4,7.5,7.1,2F Quang Trung,Quận Hoàn Kiếm,Hà Nội,08:00 - 21:00,50.000đ - 300.000đ,1301
https://www.foody.vn/ha-noi/truong-giang-banh-ngot-paris,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwbww0acjqvt77@resize_ss576x330,Trường Giang - Bánh Ngọt Paris,Tiệm bánh,Món Việt,"Sinh viên, Gia đình, Giới văn phòng",6.5,14,2,6,1,5,6.2,6.8,6.8,6.2,6.4,240 Đội Cấn,Quận Ba Đình,Hà Nội,07:00 - 21:30,8.000đ - 300.000đ,2686
https://www.foody.vn/ha-noi/s-hope-bakery,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8ps3uq1r6jd0@resize_ss576x330,S-Hope Bakery - Chả Cá,Tiệm bánh,Món Việt,"Gia đình, Giới văn phòng",7.1,12,0,9,2,1,6.7,7.5,7.1,6.8,7.3,"15 Chả Cá, P. Hàng Bồ",Quận Hoàn Kiếm,Hà Nội,07:00 - 21:00,10.000đ - 300.000đ,2227
https://www.foody.vn/ha-noi/banh-ngot-vinh-tam-xa-dan,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgx4a01uk7tb7@resize_ss576x330,Bánh Ngọt Vinh Tẩm - Xã Đàn,Tiệm bánh,Món Việt,"Sinh viên, Gia đình",7.6,11,1,9,1,0,7.3,7.8,7.8,7.8,7.3,265 Xã Đàn,Quận Đống Đa,Hà Nội,07:30 - 22:00,50.000đ - 400.000đ,328
https://www.foody.vn/ha-noi/vinh-tam-chocolate-more-kim-ma,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwdtxpmtkvkr14@resize_ss576x330,Vinh Tẩm - Chocolate & More - Kim Mã,Tiệm bánh,Quốc tế,"Gia đình, Nhóm hội, Giới văn phòng",7.1,6,1,2,3,0,6.2,7.8,8.0,6.0,7.7,291 Kim Mã,Quận Ba Đình,Hà Nội,08:30 - 21:30,25.000đ - 250.000đ,2778
https://www.foody.vn/ha-noi/boulangerie-bakery,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwak8bly7paz63@resize_ss576x330,Boulangerie Bakery,Tiệm bánh,Pháp,"Cặp đôi, Nhóm hội, Giới văn phòng",8.6,6,2,4,0,0,8.8,7.5,9.3,9.2,8.3,"Almaz Market, Vinhomes Riverside, Sài Đồng",Quận Long Biên,Hà Nội,08:00 - 21:30,30.000đ - 500.000đ,145
https://www.foody.vn/ha-noi/huu-nghi-bakery-nguyen-khanh-toan,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9kr2m1u2u18e@resize_ss576x330,Hữu Nghị Bakery - Nguyễn Khánh Toàn,Tiệm bánh,Hà Nội,,7.3,3,0,3,0,0,6.3,8.0,7.3,6.7,8.3,38 Nguyễn Khánh Toàn,Quận Cầu Giấy,Hà Nội,08:00 - 22:30,30.000đ - 220.000đ,1293
https://www.foody.vn/ha-noi/huu-nghi-bakery-ngoc-lam,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwb0q8fzy9cp98@resize_ss576x330,Hữu Nghị Bakery - Ngọc Lâm,Tiệm bánh,Hà Nội,,7.6,1,0,1,0,0,7.0,8.0,8.0,8.0,7.0,261 Ngọc Lâm,Quận Long Biên,Hà Nội,08:00 - 22:30,30.000đ - 220.000đ,1295
https://www.foody.vn/ha-noi/huu-nghi-bakery-pho-chua-lang,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwbwe0k8ez8b03@resize_ss576x330,Hữu Nghị Bakery - Chùa Láng,Tiệm bánh,Hà Nội,,7.0,12,0,6,6,0,6.7,7.4,6.8,6.8,7.3,"185 Chùa Láng, P. Láng Thượng",Quận Đống Đa,Hà Nội,08:00 - 22:30,30.000đ - 220.000đ,1289
https://www.foody.vn/ha-noi/huu-nghi-bakery-den-lu,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwexhr3gtm8r29@resize_ss576x330,Hữu Nghị Bakery - Đền Lừ,Tiệm bánh,Món Việt,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,32A Đền Lừ,Quận Hoàng Mai,Hà Nội,,150.000đ - 22.000đ,1298
https://www.foody.vn/ha-noi/huu-nghi-bakery-le-trong-tan,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgulrf4fdnd75@resize_ss576x330,Hữu Nghị Bakery - Lê Trọng Tấn,"Dịch vụ - Mua sắm, Tiệm bánh",Món Việt,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,164 Lê Trọng Tấn,Quận Thanh Xuân,Hà Nội,,10.000đ - 300.000đ,1292
https://www.foody.vn/ha-noi/huu-nghi-bakery-ngoc-hoi,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfwnnost9sp3f@resize_ss576x330,Hữu Nghị Bakery - Ngọc Hồi,Tiệm bánh,Món Việt,,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,267 Ngọc Hồi,Huyện Thanh Trì,Hà Nội,08:00 - 22:00,30.000đ - 400.000đ,1294
https://www.foody.vn/ha-noi/huu-nghi-bakery-hoang-van-thai,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwetc3woa5ej08@resize_ss576x330,Hữu Nghị Bakery - Hoàng Văn Thái,Tiệm bánh,Món Việt,,5.0,1,0,0,1,0,5.0,5.0,5.0,5.0,5.0,201 Hoàng Văn Thái,Quận Thanh Xuân,Hà Nội,08:00 - 22:00,30.000đ - 400.000đ,1290
https://www.foody.vn/ha-noi/huu-nghi-bakery-tam-trinh,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwagnlzyxwwpb9@resize_ss576x330,Hữu Nghị Bakery - Tam Trinh,Tiệm bánh,Món Việt,,7.0,1,0,1,0,0,7.0,7.0,7.0,7.0,7.0,175 Tam Trinh,Quận Hai Bà Trưng,Hà Nội,,30.000đ - 400.000đ,1296
https://www.foody.vn/ha-noi/huu-nghi-bakery-lac-trung,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9ud0u57kyh53@resize_ss576x330,Hữu Nghị Bakery - Lạc Trung,Tiệm bánh,Món Việt,"Gia đình, Nhóm hội, Giới văn phòng",0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,218 Lạc Trung,Quận Hai Bà Trưng,Hà Nội,06:30 - 22:00,50.000đ - 400.000đ,1260
https://www.foody.vn/ha-noi/huu-nghi-bakery-187-to-hieu,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfvesni80d727@resize_ss576x330,Hữu Nghị Bakery - 187 Tô Hiệu,Tiệm bánh,Món Việt,"Sinh viên, Gia đình, Giới văn phòng",0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,187 Tô Hiệu,Quận Cầu Giấy,Hà Nội,07:00 - 22:00,30.000đ - 250.000đ,1288
https://www.foody.vn/ha-noi/huu-nghi-bakery-truong-dinh,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwbg5ob2fduje4@resize_ss576x330,Hữu Nghị Bakery - Trương Định,Tiệm bánh,Món Việt,"Gia đình, Giới văn phòng",0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,702 Trương Định,Quận Hoàng Mai,Hà Nội,09:00 - 22:00,5.000đ - 300.000đ,1297
https://www.foody.vn/ha-noi/huu-nghi-bakery-khuong-trung,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8higecthi3f9@resize_ss576x330,Hữu Nghị Bakery - Khương Trung,Tiệm bánh,Món Việt,"Gia đình, Giới văn phòng",7.0,2,0,2,0,0,7.0,7.0,6.5,7.0,7.5,112 Khương Trung,Quận Thanh Xuân,Hà Nội,09:00 - 22:00,5.000đ - 300.000đ,1291
https://www.foody.vn/ha-noi/tiem-tra-banh-misu-banh-ngot-do-uong-dinh-cong.n0zvbk,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9kdkali40r96@resize_ss576x330,Tiệm Trà Bánh Misu  - Bánh Ngọt Đồ Uống - Định Công,"Café/Dessert, Tiệm bánh",Món Việt,"Sinh viên, Cặp đôi, Gia đình, Nhóm hội, Giới văn phòng, Giới Manager, Khách du lịch, Trẻ em",9.2,13,10,2,1,0,9.5,8.2,9.5,9.5,9.5,"8 Ngõ 245/129  Định Công, P.Định Công",Quận Hoàng Mai,Hà Nội,09:00 - 21:00,,2568
https://www.foody.vn/ha-noi/villa-ju-bakery-banh-ngot-bingsu-han-quoc,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwaj2h50sfrtd3@resize_ss576x330,Villa Ju Bakery - Bánh Ngọt & Bingsu Hàn Quốc,Tiệm bánh,Quốc tế,"Gia đình, Nhóm hội, Giới văn phòng",8.0,7,2,5,0,0,8.4,7.6,8.6,7.7,7.7,"F3 - F4 A10 KĐT Nam Trung Yên, P. Yên Hòa",Quận Cầu Giấy,Hà Nội,08:00 - 22:45,10.000đ - 200.000đ,2776
https://www.foody.vn/ha-noi/banh-bao-mailay,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9pplmyp8m3d3@resize_ss576x330,Bánh Bao Malai,Tiệm bánh,Món Việt,,7.0,9,0,6,3,0,6.6,6.4,7.7,7.2,7.3,780 Minh Khai,Quận Hai Bà Trưng,Hà Nội,07:30 - 18:00,7.000đ - 15.000đ,205
https://www.foody.vn/ha-noi/rainbow-jelly-cake-banh-thach-rau-cau,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9zhjx78grf9b@resize_ss576x330,Rainbow Jelly Cake - Thạch Rau Câu & Đồ Ăn Vặt,Tiệm bánh,Món Việt,"Cặp đôi, Gia đình, Giới văn phòng",6.8,10,0,9,0,1,6.7,6.6,7.0,6.8,6.8,"28 Ngõ 54 Tôn Thất Tùng, P. Khương Thượng",Quận Đống Đa,Hà Nội,08:00 - 21:00,10.000đ - 350.000đ,2211
https://www.foody.vn/ha-noi/bread-factory-hoang-trong-mau,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwerfx7uuord3c@resize_ss576x330,Bread Factory - Hoàng Trọng Mậu,Tiệm bánh,Quốc tế,"Cặp đôi, Gia đình, Nhóm hội",8.5,8,3,5,0,0,8.6,7.9,9.1,8.6,8.3,"104 TT3 Hoàng Trọng Mậu, P. Mỹ Đình 1",Quận Nam Từ Liêm,Hà Nội,09:00 - 21:00,25.000đ - 450.000đ,147
https://www.foody.vn/ha-noi/o-douceurs-french-pastry-bakery-to-ngoc-van,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwd1x4n1fniz03@resize_ss576x330,O'Douceurs - French Pastry & Bakery - Tô Ngọc Vân,Tiệm bánh,Món Việt,"Sinh viên, Gia đình",7.3,9,0,8,0,1,7.3,7.4,7.7,7.0,6.9,"90 Tô Ngọc Vân, P. Quảng An",Quận Tây Hồ,Hà Nội,07:15 - 20:00,50.000đ - 300.000đ,1950
https://www.foody.vn/ha-noi/luffy-bakery,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwi80l86t7mj5f@resize_ss576x330,Luffy Bakery,Tiệm bánh,Món Việt,"Cặp đôi, Gia đình, Giới văn phòng",8.4,8,1,7,0,0,8.5,8.1,8.5,8.3,8.6,16 Ngõ 71 Linh Lang,Quận Ba Đình,Hà Nội,07:30 - 20:30,20.000đ - 35.000đ,1556
https://www.foody.vn/ha-noi/banh-ga-ba-ganh,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw7pnzpw8c0pfd@resize_ss576x330,Bánh Gà Bá Gành - Lương Định Của,Tiệm bánh,Món Việt,"Gia đình, Nhóm hội, Giới văn phòng",7.5,10,5,2,1,2,6.9,7.2,7.5,7.6,8.3,28B Lương Định Của (Đối Diện Ngõ 27 Lương Định Của),Quận Đống Đa,Hà Nội,10:00 - 19:00,30.000đ - 50.000đ,233
https://www.foody.vn/ha-noi/mivivi-bakery-shop-online,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfc9tzjx49ld1@resize_ss576x330,Tiệm Bánh Mivivi - Tuyệt Đỉnh Cốt Bánh Tuyệt Đỉnh Sốt,Tiệm bánh,Món Việt,"Gia đình, Nhóm hội, Giới văn phòng",7.0,9,0,6,2,1,6.4,6.7,7.1,7.4,7.1,"11 Ngách 2 Ngõ 850 Đường Láng, P. Láng Thượng",Quận Đống Đa,Hà Nội,08:00 - 20:00,50.000đ - 200.000đ,2531
https://www.foody.vn/ha-noi/umbala-banh-mi-xoi,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9rv0ow59zv6f@resize_ss576x330,Umbala Bánh Mì & Xôi,Tiệm bánh,Món Việt,"Sinh viên, Gia đình",7.1,9,2,3,3,1,7.0,7.3,6.8,7.3,6.9,Vườn Hoa Độc Lập Ngõ 35 Ngô Thì Sỹ,Quận Hà Đông,Hà Nội,06:30 - 22:00,15.000đ - 30.000đ,2763
https://www.foody.vn/ha-noi/banh-mi-banh-ngot-vu-thanh,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfvi1vqo7h739@resize_ss576x330,Bánh Mì & Bánh Ngọt - Vũ Thạnh,Tiệm bánh,Món Việt,"Sinh viên, Gia đình, Giới văn phòng",6.8,9,0,4,4,1,6.2,6.8,7.2,6.3,7.7,"9 Vũ Thạnh, P. Ô Chợ Dừa",Quận Đống Đa,Hà Nội,06:30 - 20:30,5.000đ - 30.000đ,240
https://www.foody.vn/ha-noi/jammy-bakery-hang-luoc,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwhpjap9l0bf42@resize_ss576x330,Jammy Bakery - Hàng Lược,Tiệm bánh,Món Việt,"Cặp đôi, Gia đình, Nhóm hội",8.0,8,1,7,0,0,7.1,8.4,8.0,8.0,8.3,37 Hàng Lược,Quận Hoàn Kiếm,Hà Nội,08:00 - 21:00,10.000đ - 500.000đ,1317
https://www.foody.vn/ha-noi/banh-trung-thu-hoang-anh,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8bm0hylecb7c@resize_ss800x450,Bánh Trung Thu Hoàng Anh,Tiệm bánh,Món Việt,"Sinh viên, Gia đình",7.2,8,0,7,1,0,6.9,6.9,7.5,7.4,7.3,15 Ngõ 103 Trường Chinh,Quận Thanh Xuân,Hà Nội,07:00 - 22:00,50.000đ - 350.000đ,355
https://www.foody.vn/ha-noi/minh-hong-food-an-vat-online,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwb7gy1zil0b1f@resize_ss576x330,Minh Hồng Food - Ăn Vặt Online,"Shop Online, Tiệm bánh",Món Việt,"Sinh viên, Gia đình",7.2,9,1,6,2,0,7.1,7.2,7.2,7.3,7.1,312 Tôn Đức Thắng,Quận Đống Đa,Hà Nội,07:00 - 21:00,15.000đ - 50.000đ,1673
https://www.foody.vn/ha-noi/ba-thu-o-mai-chanh-chua-chua-ngot-ngot,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwakemdidbrtcc@resize_ss576x330,Bà Thu - Ô Mai Chanh Chua Chua Ngọt Ngọt,Tiệm bánh,Món Bắc,,6.9,9,0,4,5,0,6.3,7.2,7.0,6.6,7.4,252 Bà Triệu,Quận Hai Bà Trưng,Hà Nội,08:00 - 22:00,20.000đ - 55.000đ,195
https://www.foody.vn/ha-noi/tiem-banh-lula,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwdgzi0ud0ij68@resize_ss576x330,Tiệm Bánh Lula,Tiệm bánh,Quốc tế,"Cặp đôi, Gia đình, Nhóm hội",8.1,8,4,2,1,1,7.4,8.9,7.9,8.3,7.9,"2 Ngõ 95 Chiến Thắng, P. Văn Quán",Quận Hà Đông,Hà Nội,08:00 - 23:00,20.000đ - 100.000đ,2530
https://www.foody.vn/ha-noi/chateraise-banh-nhat-ban,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwf0mteyej8995@resize_ss576x330,Chateraise - Bánh Nhật Bản,Tiệm bánh,Món Nhật,"Cặp đôi, Gia đình, Giới văn phòng",7.8,16,3,13,0,0,8.3,7.6,8.8,8.1,6.5,"Tầng 1, Aeon Mall Long Biên, 27 Cổ Linh",Quận Long Biên,Hà Nội,07:30 - 22:30,20.000đ - 150.000đ,606
